crystal	atoms	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163
(s)-naproxen	C14H14O3	-18.106152	-17.819862	-18.118933	-18.08139	-18.07081	5.3920918	-5.604579	-10.145238	-7.231097	-18.012379	-9.304709	-4.83365	-10.028957	-7.9946704	-10.101429	-6.1163273	-6.590968	-5.8316274	-6.9291444	-3.305412	-7.2137847	-6.5697594	-9.112486	-6.7214165	-8.371739	-9.10854	-5.8488264	-18.077318	-11.578644	-5.916149	-5.3538136	-5.3520164	-7.5050206	-6.8949904	-7.704707	-7.586188	-8.061794	-9.465896	-2.6510696	-17.767899	-3.861144	-9.794813	-6.184436	-10.181138	-11.268479	-5.005278	-6.713272	-6.331584	-6.899349	-18.070185	-18.051033	-18.076618	7.809638	9.53229	1.8008118	1.8762679	9.577963	5.482863	1.6405603	-18.101673	-18.101513	1.0618942	3.2221365	0.71084696	-18.000134	1.2383446	-3.0738013	-18.05391	1.93484	-2.296295	1.0218215	-18.051258	-18.143494	-1.2969247	0.10493029	-0.55935746	-1.4212136	-1.1708106	2.1715117	-4.836978	-0.19468854	-2.766024	-3.7749994	-0.50381213	1.4284569	-1.1326883	-0.96301806	-1.6724583	-0.39495698	2.1005666	0.49014705	-0.68793905	-3.9810696	-18.090668	-3.9643366	-1.0740306	0.6958656	-1.8451735	-0.61556643	-2.3656652	0.21122666	-0.4327736	-0.48347762	-2.9862585	-5.431919	-0.54389274	1.77005	-0.13522226	-7.300833	-2.5052633	-7.019309	-0.33101177	-1.4706722	-2.025975	-6.90363	-18.070522	-1.8741723	-4.4694695	-3.2025757	0.11275319	-2.441754	-1.825729	-2.7899432	-6.6637783	-1.2087194	-4.902	-5.8116517	-6.240803	-4.657029	-2.817789	-11.489727	-7.3261046	-0.8301728	-5.336485	-3.1823106	-8.228289	-4.5327086	-4.749219	-5.7036285	-2.501361	-6.082145	-1.4676867	-5.650931	-6.9711494	-8.319708	-9.52325	-5.701521	-8.750167	-8.138186	-16.345201	-10.131927	-12.9716835	-10.269763	-12.981739	-9.795234	-11.237007	-13.144112	-13.120603	-16.236567	-16.848427	-18.527546	-17.80862	-18.209084	-18.006123
1,1'-binaphthalene	C20H14	-16.935863	-16.013391	-16.989454	-16.915525	-16.915445	6.6238747	-5.9282355	-9.880664	-6.7502546	-16.891258	-7.998662	-4.731315	-10.009693	-7.299397	-9.269473	-5.5518994	-6.0026054	-4.7331724	-5.7761297	-4.6397185	-6.375776	-5.9263515	-8.906678	-6.3329024	-8.254172	-9.214523	-5.4057903	-16.938953	-11.499264	-6.043525	-5.34795	-4.5598826	-7.9570723	-5.1315227	-6.2151594	-7.818486	-6.7275996	-7.8201466	-2.8588722	-16.648363	-4.040316	-8.52128	-4.568642	-9.70162	-9.486731	-4.982231	-5.3451695	-5.6255016	-6.2660604	-16.94332	-16.92089	-16.92043	4.878832	10.08829	2.393526	0.36128592	9.859058	6.055418	0.7647467	-16.962578	-16.961998	1.0576481	1.6947783	1.7024821	-16.870491	0.6581585	-2.591397	-16.945616	2.06857	-2.2170517	0.111454956	-16.904852	-16.992517	-0.81275177	-1.1519383	0.3216368	-2.9336076	-1.2470903	2.2802114	-3.3955445	-0.42201605	-2.7558002	-4.5493927	-0.38981518	-0.09683966	-2.3909287	-1.6092596	-1.2132709	-1.2829518	2.018714	-0.4740753	-0.5138809	-5.1605077	-16.918934	-3.197428	-0.007992076	-0.16733211	0.59248173	0.46259332	-3.1426187	0.78848517	-0.9095277	0.5595216	-1.2703676	-4.6741505	-0.26768476	1.5333742	-0.56921965	-6.4449787	-1.1914704	-6.8096924	0.5880303	-0.30253065	-3.11456	-6.024563	-16.951109	-1.0533212	-4.4564495	-2.860104	0.83895105	-0.4703003	-0.30739272	-2.372477	-5.6778545	-0.97543174	-2.7695062	-5.2679396	-5.7505145	-2.7916958	-2.1960757	-10.597093	-8.521519	-0.06295231	-5.0258675	-1.1813927	-6.4330354	-4.311302	-4.0309396	-4.039754	-0.76934713	-4.661131	-0.26692355	-5.6559825	-5.5519032	-6.711225	-9.582451	-3.2913175	-7.6285725	-6.8693256	-15.062644	-9.038639	-11.295876	-8.451042	-10.894275	-8.591297	-10.847037	-11.390042	-11.253963	-14.921692	-15.810595	-17.184353	-16.636156	-17.059084	-16.843348
1,1'-binaphthalene-2,2'-diol	C20H14O2	-17.399595	-17.015533	-17.419205	-17.344675	-17.340767	6.272099	-5.688001	-9.952701	-6.9035606	-17.342674	-8.163744	-4.603372	-10.163497	-7.229477	-9.303829	-5.852733	-6.000859	-5.697455	-6.857551	-3.6380517	-7.2422805	-5.8568883	-9.187607	-6.50741	-8.624568	-9.747201	-5.5426235	-17.37256	-11.067233	-5.968654	-5.294808	-4.2846565	-7.212954	-6.073019	-7.576798	-8.503	-7.4545426	-8.954436	-3.496996	-17.04758	-4.0216703	-8.960018	-5.725126	-10.289184	-10.4112425	-4.6193557	-6.058531	-5.4457984	-6.3391027	-17.377874	-17.384132	-17.373592	7.2353945	9.981546	1.536721	1.3037251	9.740349	5.045803	0.5204749	-17.368214	-17.426779	-0.071687706	2.2647052	-0.03766566	-17.302082	0.93795323	-2.4766974	-17.401768	1.3224374	-2.2353082	-0.08332136	-17.351503	-17.419186	-1.6819916	-0.7058876	-0.17975815	-2.1866682	-0.8958651	1.917892	-4.8024106	0.17789267	-2.31096	-3.0439618	-1.5117886	0.4760252	-1.6282458	-1.1686316	-1.6923236	0.1718157	1.8222783	-0.64284575	-0.38951886	-4.146374	-17.368181	-3.1071022	-1.8266133	-0.17058495	-0.8796239	-0.026739351	-3.5545645	1.2990756	0.31156704	-0.29693505	-2.2739382	-4.7052155	-0.16071987	1.8548619	-0.7296639	-6.5390625	-1.5216542	-6.3991065	0.7267386	-0.37980422	-1.4750621	-5.956819	-17.388403	-1.5646325	-3.9486053	-1.6824942	0.87875074	-1.6072247	-0.5306642	-2.3960052	-5.1267915	-0.18975388	-3.5217123	-4.7276564	-6.07253	-3.9299982	-1.9792992	-11.074333	-7.6850038	-0.10522212	-4.3786135	-2.132055	-7.1977363	-3.6444855	-4.0490522	-4.761042	-0.69170207	-4.2738934	-0.80466217	-5.281224	-5.85227	-7.420715	-10.098752	-4.7238774	-8.326741	-7.6687994	-15.679475	-9.573891	-11.575231	-8.63255	-11.881059	-9.376131	-10.732318	-12.225774	-12.436376	-15.499904	-16.154266	-17.74948	-17.08095	-17.496946	-17.31867
1,1'-binaphthyl	C20H14	-16.803408	-15.8764515	-16.853317	-16.776901	-16.776155	6.676385	-5.897524	-9.739226	-6.7000093	-16.754091	-7.8759956	-4.722578	-9.915642	-7.1867604	-9.234112	-5.418161	-5.9237537	-4.7548127	-5.7378054	-4.6461163	-6.344391	-5.9466166	-8.898865	-6.1826396	-8.228678	-9.168374	-5.3046184	-16.801308	-11.535709	-5.9800158	-5.279573	-4.5077915	-7.9392834	-5.0724382	-6.173321	-7.760321	-6.6338606	-7.829001	-2.8682287	-16.51217	-3.9664993	-8.41823	-4.447695	-9.754596	-9.313372	-4.9899364	-5.2580805	-5.714354	-6.18316	-16.807146	-16.785015	-16.784784	4.88013	10.150345	2.3741577	0.23649931	9.848649	6.045091	0.6745842	-16.820427	-16.822853	0.98919725	1.5418392	1.5971045	-16.733982	0.6715858	-2.667338	-16.813461	2.0980663	-2.286715	0.22987448	-16.772768	-16.853313	-0.86779565	-1.2764584	0.34732583	-2.9618227	-1.2306546	2.2796338	-3.3612409	-0.5278276	-2.6821935	-4.5100975	-0.35140914	-0.13301173	-2.3840861	-1.6030117	-1.1485921	-1.3161815	2.1321692	-0.5406522	-0.5777366	-5.176431	-16.783363	-3.0626142	1.0277927e-05	-0.13305917	0.68134475	0.5586077	-3.251337	0.8777813	-0.7798092	0.5477082	-1.2375598	-4.589254	-0.1848562	1.4852076	-0.555666	-6.257864	-1.1915116	-6.735241	0.5856817	-0.3273751	-3.0945845	-5.9745984	-16.818008	-1.194008	-4.429277	-2.7353725	0.796698	-0.5082434	-0.22669555	-2.3599846	-5.704855	-0.94175893	-2.775903	-5.1613	-5.687965	-2.7091086	-2.1845877	-10.560304	-8.489457	-0.12082369	-4.979034	-1.1882452	-6.472432	-4.343813	-4.069924	-3.9162521	-0.659623	-4.5541544	-0.14907655	-5.6490855	-5.366832	-6.5505137	-9.564245	-3.2117186	-7.5669265	-6.7878137	-14.949951	-9.072771	-11.19475	-8.326535	-10.760395	-8.585559	-10.830021	-11.336834	-11.163677	-14.811832	-15.694802	-17.042692	-16.508041	-16.918072	-16.708668
1,1'-biphenyl	C12H10	-16.713234	-17.160229	-16.716846	-16.624296	-16.650036	4.869899	-5.6220217	-9.727226	-7.066513	-16.676537	-7.646304	-3.180929	-8.545884	-8.464492	-10.031963	-4.590842	-5.6907234	-5.465012	-5.800673	-3.7818575	-6.597951	-6.3885255	-8.849458	-6.007219	-8.006747	-8.946121	-3.8652184	-16.654133	-9.99078	-5.524529	-4.360642	-3.3240063	-6.4448743	-5.768707	-6.335447	-7.020196	-6.7006483	-8.082603	-2.3160086	-16.341026	-3.3336465	-7.964601	-3.8483405	-8.96896	-10.005282	-3.766306	-3.3591099	-3.7600946	-6.0789223	-16.657293	-16.679419	-16.670973	5.198328	10.656589	2.0445538	2.547003	10.346862	4.8120065	2.4750123	-16.692106	-16.740175	2.359675	2.4448733	0.36847007	-16.595842	0.8567205	-5.799107	-16.68836	1.9131962	-2.7529294	-0.6180582	-16.604527	-16.722958	-1.41107	-0.7941745	-0.7146952	-2.3135157	-0.57417244	0.84837294	-4.873171	0.14989094	-3.3858578	-4.830385	1.75642	1.0303078	-2.4265745	-2.9571242	-0.15819794	-1.588552	3.0114498	-1.6221832	1.7156563	-3.5309217	-16.641699	-2.41978	-0.34357715	2.0426383	-0.38317028	0.7303563	-1.553041	-1.1977257	0.50193053	0.49114954	-4.4378977	-5.3123302	-1.1470101	0.11726918	1.065496	-8.213093	-4.171933	-7.9254236	0.00259474	-0.7568942	-1.5980008	-7.992843	-16.730095	-1.501978	-4.634131	-2.684349	-0.05277824	-1.0225092	0.40460145	-2.6009147	-5.11938	-0.28469628	-4.3420954	-4.783701	-6.4234314	-3.6921067	-1.7468415	-8.895835	-5.9322176	-1.0915415	-3.305796	-2.8982599	-6.19839	-2.038415	-2.4069724	-4.486543	-2.061346	-4.8461566	0.7009335	-4.9136543	-4.9783525	-7.2697506	-8.026079	-2.9735825	-5.7631035	-7.0512743	-14.507158	-8.003014	-12.836494	-8.640241	-9.659012	-7.5059414	-8.98373	-10.414608	-10.646	-14.7046995	-15.400498	-16.865559	-16.25347	-16.825363	-16.579615
1,1,1,2-tetrafluoroethane	C2H2F4	-14.749317	-15.660999	-14.734524	-14.771994	-14.730744	3.4102454	-3.569034	-10.462155	-3.5648892	-14.800894	-9.357682	0.09922609	-7.5720124	-6.1598268	-7.4311223	-4.718603	-7.155365	-5.229254	-4.590437	-1.6722635	-5.787203	-5.154822	-3.179098	-6.5260363	-6.3836427	-8.566621	-4.981517	-14.726536	-7.2778716	-3.41123	-2.5648913	-5.2413282	-5.519182	-8.207313	-4.079962	-7.6110864	-6.8995953	-7.183729	-0.95519036	-14.557926	-1.9734241	-8.90744	-4.603785	-10.364952	-12.220443	-3.8465977	-6.0705085	-4.3542604	-7.0043125	-14.726439	-14.741022	-14.745243	7.860646	9.4942665	4.6749234	10.75548	8.927596	7.4519343	4.816182	-14.813058	-14.801108	4.364459	7.0264263	-0.56643844	-14.7322645	4.3112307	-2.9295003	-14.723553	3.255313	-3.4577613	-1.7369221	-14.682342	-14.772569	-3.4338207	-0.92019033	-1.0993322	-3.4219952	-0.391589	1.8832752	-8.612588	1.191005	-4.3950944	-3.6365376	0.18253088	0.72783643	-1.414069	-3.1172516	0.41020715	0.7921897	-0.21877484	0.1886788	0.73093504	-1.2432026	-14.774723	-5.153209	-3.5865257	1.3177387	-0.29411715	-0.113245904	-1.4811648	-0.39013645	1.3947598	-0.63835764	-3.3671453	-4.7330723	-2.4050055	0.57206786	-1.9336132	-8.361074	-4.033168	-8.190906	-2.9953833	-0.6200817	-2.2361457	-6.59787	-14.6849375	-1.2393619	-6.6904607	-5.606378	-2.3024485	-6.099422	-1.429172	-5.594206	-9.4717865	-1.845815	-3.0003932	-11.456756	-9.830689	-4.3169236	-2.4569237	-8.935441	-8.898035	-3.4070807	-6.317353	-5.4232335	-10.247854	-3.1280158	-4.7017407	-7.98693	-4.0860753	-7.6738324	1.6482053	-5.992464	-6.751766	-11.75521	-7.499147	-2.6467397	-8.525786	-11.531132	-12.655444	-6.555891	-9.379257	-11.639126	-11.265349	-7.620038	-10.544916	-8.513181	-8.409593	-13.188925	-14.313335	-14.977506	-14.610676	-15.0088415	-14.546167
1,1,1,3,3,3-hexafluoro-2-propanol	C3H2F6O	-15.614785	-15.688523	-15.662315	-15.667468	-15.633344	2.1413796	-5.370594	-9.778574	-6.512193	-15.689624	-7.672985	-3.003142	-7.2402916	-6.6518517	-8.590275	-5.346702	-6.833603	-7.592449	-5.0130205	-2.7395031	-7.0751176	-5.9019	-6.1983385	-6.4239306	-5.65525	-10.349022	-5.278128	-15.630935	-6.9497876	-4.840183	-3.3685403	-6.0319734	-4.793915	-7.1259007	-6.523063	-7.265277	-7.955457	-5.7269826	-4.2880263	-15.397117	-4.7016563	-9.120123	-5.741557	-8.234354	-11.61881	-3.8420534	-5.953284	-5.5349827	-5.100148	-15.591867	-15.5920925	-15.594763	7.5783167	8.322859	4.2469273	9.228728	7.032054	3.3807032	2.2895107	-15.672887	-15.618948	1.6665611	4.121355	-0.001173985	-15.660339	1.3831215	-2.1311908	-15.611001	0.65903085	-0.81421685	-1.6010737	-15.586653	-15.654415	-4.004155	-0.41571915	-1.259857	-1.728062	0.37045974	-0.18710236	-4.928897	-0.26708034	-1.2879082	-1.504297	-2.3066823	2.1132362	0.46234474	-1.5502787	-2.6994216	-0.007876797	0.8407602	-0.66179055	1.0023396	-0.26563695	-15.66545	-3.3607676	-2.6927586	1.2250382	-3.225364	-1.0569227	1.0752695	0.016541509	1.5400243	-0.96779007	-3.9650073	-4.302989	-1.3172351	-0.763044	0.15171614	-6.7691236	-2.3144128	-5.6277246	-2.2637987	-0.08501631	-0.94285524	-5.284553	-15.555631	-0.61579835	-5.557234	-4.1120176	-0.07602895	-3.2763495	-0.371795	-3.0182624	-6.0454426	-1.9685627	-3.1128864	-6.8673263	-5.215544	-3.514714	-0.25366154	-8.891033	-7.355602	-2.0799303	-2.8082895	-3.1726747	-7.452326	-1.2592527	-3.541253	-5.1854186	-2.6958413	-6.7493315	-1.4165083	-3.9368536	-7.472781	-8.066898	-6.149168	-1.9152778	-9.102935	-7.9601336	-13.657722	-4.555522	-10.671925	-9.098119	-11.016047	-7.4924564	-9.316097	-8.829345	-10.026831	-13.927289	-14.163527	-15.822284	-15.437977	-15.689397	-15.489175
1,1,1,3,3,3-hexafluoropropan-2-ol	C3H2F6O	-15.538549	-15.449226	-15.589106	-15.5940695	-15.552498	2.2148392	-5.192113	-9.87433	-6.4770727	-15.614895	-7.574495	-3.187537	-7.19062	-6.4762506	-8.405438	-5.3776245	-6.680147	-7.567573	-4.973085	-2.844934	-6.972074	-5.8663836	-6.2204967	-6.448301	-5.5795827	-10.470587	-5.3027577	-15.552583	-7.0091457	-4.8933597	-3.4697514	-6.189968	-4.943601	-7.135809	-6.5366297	-7.34167	-7.8172255	-5.6374516	-4.410562	-15.324433	-4.8090377	-9.072865	-5.8291545	-8.252313	-11.462401	-3.91403	-5.8759823	-5.6472454	-5.0896716	-15.515997	-15.517817	-15.515205	7.429228	8.342781	4.1462603	9.2041235	6.986712	3.372017	2.0429695	-15.595992	-15.542534	1.5630128	3.863062	0.15620345	-15.58083	1.3214167	-2.0167334	-15.535553	0.8346858	-0.6404853	-1.6770977	-15.51072	-15.580036	-4.062685	-0.5231841	-1.1647096	-1.8113129	0.32173884	-0.25250855	-4.684631	-0.35350665	-1.3171219	-1.3857967	-2.3005826	1.7949584	0.527163	-1.5404978	-2.608662	0.09557867	0.90813583	-0.75645584	1.143288	-0.2707793	-15.586174	-3.0962079	-2.6037564	0.89787316	-2.9898462	-0.97728544	0.9402826	0.09477604	1.4528708	-0.855391	-3.7750669	-4.164186	-1.2792592	-0.70755315	-0.014802719	-6.557304	-2.0547838	-5.3479238	-2.1874151	0.0917434	-1.0409719	-5.0864215	-15.478285	-0.4782634	-5.5204144	-4.1850734	0.027897913	-3.0331216	-0.3531149	-2.9207544	-5.798939	-2.1426725	-2.807648	-6.773497	-5.1178875	-3.2969785	-0.25867942	-8.964459	-7.4761024	-2.086312	-2.7237442	-2.8702345	-7.2828126	-1.3189344	-3.5794864	-5.1659617	-2.3799334	-6.6539	-1.362211	-3.9218237	-7.419578	-7.946716	-6.1433997	-1.6734341	-9.141926	-7.6592193	-13.584679	-4.3385253	-10.575113	-8.982975	-10.947986	-7.4507704	-9.533382	-8.755067	-9.843859	-13.795538	-14.100947	-15.745234	-15.364477	-15.61626	-15.411395
1,1,1-trichloro-2,2-bis(4-chlorophenyl)ethane	C14H9Cl5	-16.645924	-14.138309	-16.616674	-16.601702	-16.550549	4.4622345	-8.597511	-8.213253	-5.019389	-16.556622	-7.3311424	-5.218412	-9.695098	-6.6464343	-9.417291	-8.179438	-7.9980793	-3.7670825	-3.5118172	-4.1568003	-7.080884	-4.9992814	-7.8992143	-6.6784225	-7.83614	-9.088974	-6.677272	-16.57059	-8.720872	-6.978628	-4.371393	-5.5001388	-8.688683	-5.792653	-6.1233077	-8.199677	-8.334575	-6.1605597	-4.030008	-16.333237	-1.6025054	-9.211801	-5.9839463	-6.5067964	-11.150347	-4.6069603	-7.5610223	-6.0961504	-3.752375	-16.574888	-16.588354	-16.561687	4.777813	8.646609	1.2256705	-0.9983818	8.335117	5.261537	3.9339972	-16.606527	-16.634792	-1.1727115	-1.7251929	2.8108637	-16.531885	0.26210168	2.3438644	-16.609993	-0.4261946	2.2727833	-0.7068174	-16.5572	-16.636934	-1.1890225	1.4858078	0.64164627	-2.682798	0.26258004	7.5221734	-1.1724975	1.3455064	-3.4985218	-2.6974225	-3.7281547	-1.5702449	-2.0826614	-1.2770411	-4.1406446	0.027717823	-1.898218	1.858174	-1.5515994	-3.2581735	-16.610317	-4.092593	-2.449439	-1.121992	-3.0148118	0.19493419	-2.8811755	-1.4793103	-3.3425632	0.8059372	-1.793555	-4.8638763	0.40491626	3.2882802	-1.7857606	-5.9185615	1.7276284	-5.5279565	0.75559044	-0.9416084	-5.715751	-2.3081794	-16.53144	1.7607265	-4.351068	-2.4017575	-0.026638404	0.75470185	-2.543889	-5.995614	-5.9508586	-3.4450653	1.3815883	-5.7246	-6.397657	-2.2704575	-3.7769032	-9.664536	-7.4157104	0.6001113	-4.860662	0.6909645	-4.9849977	-4.826086	-3.0225854	-4.6879864	-1.1401768	-3.3638244	-1.483562	-4.3108077	-6.9684725	-8.704847	-9.221138	-4.360989	-10.410142	-8.022894	-14.714438	-8.21896	-9.255858	-10.249735	-14.366485	-9.881623	-10.063772	-13.26689	-13.211414	-14.495662	-15.501566	-16.887383	-16.375555	-16.600336	-16.489555
1,1,1-trichloroethane	C2H3Cl3	-15.284305	-9.115322	-15.232955	-15.253762	-15.178558	1.9695858	-8.483244	-6.7703133	-2.9471917	-15.236896	-5.2080007	-6.8925934	-7.7876744	-6.069258	-8.713851	-8.658504	-7.7397113	-4.2752056	-1.0629693	-3.2814744	-4.4416976	-5.728491	-6.7737594	-5.7750607	-6.9970655	-8.235248	-6.7958465	-15.194949	-8.181181	-7.899667	-4.216114	-5.6989326	-11.329232	-4.515788	-2.1799872	-6.7190595	-5.6944513	-4.561712	-2.8248034	-15.014447	-1.3008724	-6.360027	-2.9344013	-5.856643	-8.076733	-5.8287764	-5.8950562	-6.5549927	-3.5736005	-15.2368765	-15.253407	-15.179862	4.405889	5.120784	-2.8534913	-6.1831145	8.29126	4.012855	3.5880978	-15.188246	-15.251908	-2.801614	-7.2412915	4.513287	-15.171021	-1.2696747	0.7019955	-15.229365	1.8189349	2.6189888	1.4205681	-15.204715	-15.220133	-1.1179918	0.74405885	-2.0614054	-6.465614	1.2930913	8.375552	2.1946404	-1.4491626	-3.8487825	-1.0868822	-0.3430035	-4.453628	-3.1643405	-4.102586	0.12918355	-0.57809156	-0.9817606	1.9579358	-1.7558823	-3.5141208	-15.221724	-0.7458109	0.08313931	-1.7635446	0.9585852	2.2700388	-2.6334121	-3.7465715	-4.686017	4.5025883	1.7139479	-3.4032462	0.796348	0.39406353	-3.013603	0.063198306	2.0685472	-2.2386293	-2.0790796	-1.4936149	-8.936124	0.39128453	-15.172944	1.8186449	-3.14774	-5.475765	-3.1687381	2.784972	-0.8440257	-7.911725	-4.686487	-5.5557494	2.2537146	-4.539837	-4.8436146	-0.67422754	-2.224619	-7.650944	-4.0572352	-1.846854	-4.3322086	2.2422886	-2.6364412	-5.5217853	-2.0080159	-2.3424153	-2.0717573	-2.466886	-0.22819136	-6.73917	-5.740592	-6.1476893	-8.538616	-2.8102615	-9.110242	-3.9836383	-13.584102	-9.367365	-8.538395	-10.36551	-12.198779	-11.744211	-11.864423	-14.347806	-11.485451	-13.062122	-13.998569	-15.164898	-15.033235	-15.302033	-15.07125
1,1,1-trifluoro-2-iodoethane	C2H2F3I	-14.856337	-13.067832	-14.91603	-14.929989	-14.884604	3.8234525	-3.959644	-8.202042	-2.6137533	-14.9343815	-9.551508	-1.1491139	-6.776941	-3.9684086	-5.1344347	-5.4876733	-6.405737	-4.38697	-4.4009476	-2.6463609	-6.4747705	-5.1986933	-4.475954	-4.122034	-5.8589716	-7.520643	-6.3792353	-14.883008	-6.983924	-4.6642995	-4.4606094	-6.098689	-5.8607306	-6.789402	-4.95354	-9.493544	-4.0567427	-6.020977	-2.6135054	-14.762682	-1.710011	-6.3410473	-5.1601243	-8.447567	-10.717598	-4.4524207	-5.813598	-6.6624317	-7.24948	-14.896015	-14.8832655	-14.910027	5.9324694	9.2415	4.469861	9.948418	9.141099	7.2316003	2.29452	-14.997544	-14.906698	6.1871877	6.3277407	-1.9519815	-14.900463	3.038066	-1.9000413	-14.889897	0.9658372	0.012252268	-1.6465999	-14.851999	-14.945544	-3.341228	-2.4466982	6.156786	-0.7198055	-2.8881986	3.9738207	-5.714652	-0.41233525	-5.76359	-3.562453	-2.3307526	-3.276787	-0.81016874	-2.2845876	0.3863768	0.82483697	-0.7284208	1.7739619	0.79242116	0.39588204	-14.958339	-3.4758766	-3.736281	-0.40126866	-1.9987705	1.3031263	-1.1790231	-0.43151963	0.8178822	-0.58049166	-2.2675917	1.5211662	0.2771262	0.46993798	-5.6551685	-7.3476453	0.70493805	-3.1604557	-0.063927166	-1.5823904	-4.4497285	-2.5217924	-14.8171425	-2.4658148	-5.1441264	-2.6600525	-6.354145	-6.1464033	-1.0325215	-7.054025	-7.5420275	-0.61742765	1.4570099	-10.500979	-6.691805	-1.8603377	-6.353716	-9.086915	-7.853659	-5.1273403	-8.251577	-7.0559444	-8.03941	-5.3801436	-2.484994	-7.4052315	-2.3893476	-7.1512103	2.6905537	-4.902318	-7.0237565	-9.506183	-5.373793	-3.1152256	-7.9650593	-9.5278225	-12.108058	-5.2613006	-6.964168	-10.167468	-12.401685	-3.3340847	-11.070749	-8.555876	-6.691929	-13.449848	-14.767287	-14.951633	-14.614523	-15.107926	-14.797632
1,1,2,2-tetrachloroethane	C2H2Cl4	-15.161701	-9.10149	-15.0880165	-15.119257	-15.04681	2.2276046	-8.810414	-6.314808	-2.8136234	-15.105631	-5.152281	-6.9298487	-7.4355116	-5.8022966	-8.54089	-8.789133	-7.8055906	-4.6096177	-1.4783225	-2.9959898	-4.402633	-5.646997	-6.798582	-5.75061	-6.8137493	-8.547211	-6.7522955	-15.052162	-7.7547593	-8.173749	-4.3197975	-5.6788163	-11.019192	-4.538728	-2.2420886	-7.0194554	-5.894686	-4.5116887	-2.938484	-14.887446	-1.0808225	-6.283643	-3.283514	-5.9079423	-8.167757	-5.711083	-6.0227604	-6.145	-3.7684345	-15.121099	-15.118605	-15.045185	4.7675867	4.869537	-3.0896342	-6.1190104	7.9288073	3.6809025	3.3726058	-15.052915	-15.111724	-3.182846	-7.218902	4.353053	-15.040345	-1.4108882	1.0758924	-15.08783	1.2983832	2.6202679	1.1278977	-15.063272	-15.08242	-1.4734833	0.4853867	-1.9511468	-6.5363183	1.5441089	8.686109	2.1102788	-1.2303855	-3.6596274	-0.6067441	-1.1393384	-4.3003597	-3.1098003	-4.1900716	-0.16658244	-0.23206936	-1.5198927	2.2947185	-1.6520425	-3.3487775	-15.079206	-1.1201167	-0.17386621	-1.773298	0.63796127	1.7106084	-2.572017	-3.2503555	-4.337051	4.256394	1.7837892	-3.157615	1.0912387	0.29311517	-2.8941128	0.18457681	2.344478	-2.0024917	-1.8979126	-0.95028913	-8.722736	0.9245292	-15.032942	2.4273384	-2.848708	-5.0140758	-3.3899894	2.6504738	-0.0355451	-7.82487	-4.2045	-5.157146	2.461819	-4.4088807	-5.0463734	-0.8131314	-1.797802	-7.3134575	-3.8275695	-1.7506751	-3.9583306	2.4521947	-2.541526	-5.028807	-1.4252745	-2.1136718	-1.9123945	-2.27953	-0.061768822	-6.697785	-5.6091475	-6.1254163	-8.5558605	-2.6124465	-9.283876	-3.7996638	-13.410688	-9.24511	-8.159733	-10.216974	-12.411838	-11.991878	-11.840082	-14.370613	-11.7767105	-12.887684	-13.861214	-15.065801	-14.900385	-15.156895	-14.95094
